,S118,S121,S126,S127,S137,S141,S143,S146,S153,S155,S158,S187,S193,S194,S195,S198,S205,S224,S225,S231,S235,S244,S248,S258,S263,S264,S268,S269,S286,S288,S297,S334,S344,S353,S365,S370,S378,S380,S381,S389,S398,S421,S422,S424,S434,S436,S439,S446,S451,S456,S458,S462,S463,S468,S470,S475,S476,S478,S479,S483,S484,S495,S497,S517,S524,S526,S529,S53,S530,S536,S543,S550,S551,S552,S561,S563,S577,S58,S584,S587,S589,S59,S591,S598,S602,S604,S614,S617,S618,S628,S643,S655,S77,S80,S88,S92
s__Bacteroides_nordii,0,0,0,0,0,3467,0,0,0,0,0,0,0,13209,0,3538,0,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,64364,0,0,0,256,0,171,0,0,0,0,0,0,1201,0,0,23071,0,0,0,0,0,0,0,38571,0,0,0,0,1873,1065,0,0,0,0,0,163517,0,0,0,0,0,5358,4959,0,0,0,0,0,0
s__Bacteroides_fragilis,187163,43329,0,9768,0,170232,793710,0,38853,64082,0,0,3321,3042,0,0,0,0,0,0,42956,0,2132351,369,0,0,0,25981,1174,0,2378,0,183337,0,177009,186754,108,0,7104,2197,232206,0,0,7377,0,0,0,0,0,128516,1489,0,7367,0,44544,1478,189112,587,108,175130,1008,1981,0,2017,0,990,16037,369,0,217,1478,147478,540698,147630,89320,69405,6084,5164,0,12406,0,0,0,0,106369,744,0,56785,0,217,16375,369,46366,0,0,0
s__Bacteroides_faecis,0,124292,3672,219,0,0,0,0,0,82516,0,15608,0,0,0,0,0,40023,0,0,0,0,97,0,0,8204,0,0,0,0,0,0,0,35517,0,0,1115,0,924,0,0,0,0,0,0,0,0,0,0,0,0,26356,0,0,0,35994,1629,0,0,0,0,0,35831,0,0,0,0,0,12927,0,175619,0,0,0,0,0,0,0,0,8667,0,0,550,0,0,0,0,0,89432,0,0,0,0,0,0,0
s__Bacteroides_thetaiotaomicron,22594,21135,10343,51098,6707,200562,121618,167648,133942,116870,456889,6817,160015,35169,250505,47341,1796389,7897,79247,6978,18355,1743,7897,23127,16390,41281,15668,34924,19430,39735,68799,15668,276532,13756,216670,416080,26927,26927,50935,21012,15494,29008,65181,24209,59235,134388,2455014,58139,49325,31719,24541,5563,14731,29715,44060,3025,106666,51309,10899,1355535,792529,39679,25796,11845,15199,248123,70170,157429,39679,10899,71241,6124,183487,14125,67008,395604,20888,16390,38542,27017,7861,20888,67225,82572,235856,29732,85981,28165,34924,120319,39910,28725,27384,41281,42573,3486
s__Bacteroides_caccae,1508094,79417,77652,151610,14057,504067,271903,56341,43659,249622,837239,107606,640813,105283,41261,119981,23945,166984,53421,10395,32223,22860,115441,0,90059,54220,32747,13160,2666,42360,11323,13160,164496,25009,65936,28878,90987,85743,209879,7712,10394,141536,250162,90987,85743,382595,481563,106444,60225,67374,362111,68824,116544,54881,53248,43866,592099,53076,3670,71567,823080,174042,275035,115441,36454,388373,53076,24933,47890,167799,411363,360647,20788,135253,3856,331145,135253,1876209,167543,405237,20788,9093,235706,273906,296333,57496,43659,47601,40162,189791,96224,53145,100753,141456,29276,24933
s__Bacteroides_finegoldii,0,0,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3296,0,0,0,0,0,0,0,0,428,0,17930,0,0,10944,0,0,0,0,0,459,0,0,57506,13894,0,0,0,0,0,0,0,20467,0,1030,0,2719,0,29607,0,0,74693,0,53326,41925,38890,209420,0,0,0,0,0,0,0,0,0,0,248550,0,0,0,7374,0,0,0,0,0,0,25005,25634,0,0,0,0,0,0,0
s__Bacteroides_sp_2_2_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bacteroides_ovatus,91157,285331,49119,17328,4789,2582,57273,2683,151173,139696,183565,65588,129558,32610,34308,569,7617,38026,31697,98215,3676,411285,46215,261077,13291,33834,35654,252,148527,95730,30721,49018,211045,10388,13335,2060,86575,13291,6065,112335,850006,117812,32962,11478,366886,5375,68844,488254,57505,49720,14421,17328,241,17635,19056,21848,23872,12677,1214,394996,133328,1627,156216,21979,34744,16665,49018,29293,11069,90259,271034,51786,443492,93130,180006,46215,600,51780,78219,201206,53495,17113,446348,21718,111033,6841,68844,359,202,63796,38594,10721,26755,40547,2124,1904
s__Bacteroides_xylanisolvens,7830,1830,7634,7312,4408,14549,7403,1672,5458,1255,2431,6743,24675,4092,0,44821,620,10933,6347,3381,690,3038,1651,24496,6615,2893,3980,8027,1969,17608,3354,4340,47128,242,265,96231,1820,6615,15287,11027,46791,11452,1830,2670,30186,12618,103,1677,15860,80960,2817,6543,3760,3215,3913,1830,2893,19103,2530,21884,26456,19261,11526,5040,3870,132,4758,8361,2244,1820,110931,15887,5458,7634,723,4056,6347,484,2670,17718,2670,6292,9355,23657,30185,2743,5458,6943,2670,55959,3407,48501,13454,3354,243,2670
s__Bacteroides_sp_2_1_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246401,0,0,0,0,0,0,0,59334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153285,0,0,0,0,0,0,0
s__Bacteroides_barnesiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2764309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bacteroides_coprophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431995,0,0,0,0,0,0,0,0,0,0,0,0,7608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252410,0,0,0,0,102192,408212,0,140983,0,0,107106,0
s__Bacteroides_plebeius,950333,0,412644,0,291062,0,0,0,0,0,0,564709,0,0,0,0,0,0,0,0,0,0,35311,0,4635,0,0,0,2404,663,4973,0,0,82298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122649,143343,3098,0,0,0,91934,0,0,0,326061,817229,0,0,0,0,0,0,0,1351815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bacteroides_coprocola,387563,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538,0,0,0,730,0,15898,0,0,185397,0,0,20981,15150,0,0,0,0,0,0,0,0,0,0,0,0,0,271407,0,352,0,0,0,21785,0,4994915,0,0,37416,0,0,0,0,0,0,0,50477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9391,0
s__Bacteroides_salanitronis,0,0,0,0,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540042,0,13090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bacteroides_massiliensis,0,0,0,0,151536,0,0,54787,0,0,0,0,449269,0,0,0,0,69092,762347,17108,28124,0,0,26190,30059,0,0,0,60590,769351,74340,0,0,6908,8554,0,102087,0,40411,0,0,99823,66374,273613,312317,3454,0,0,0,0,212378,1717538,49718,0,0,458,0,217473,0,0,0,726278,95016,0,58565,162567,0,530911,0,0,527728,31626,0,0,0,0,0,30059,0,0,0,0,0,0,0,50764,117905,0,0,0,0,0,0,409925,17583,12489
s__Bacteroides_vulgatus,147909,539532,574590,27759,22385,86957,646219,62763,2478562,419272,98645,523843,515,353607,19413,108145,28508,53484,180847,21512,33404,1125443,68725,115297,188692,127373,69918,29080,28806,237049,23345,19209,463,10890,129039,280486,165504,85415,235766,48765,121335,51299,27936,233056,601063,2199589,2203756,39617,1072925,1884007,20223,687040,65283,1538,65769,41691,1347614,159295,133895,318571,698060,171541,293375,263997,71067,210039,49447,338178,46571,202720,655733,463,41691,534061,231,925316,318884,303893,72216,452827,209037,96249,877668,745639,66340,29080,100356,130705,186642,731676,185512,49447,120095,37639,32866,14974
s__Bacteroides_dorei,154215,494019,161562,413689,95902,1752845,28947,132907,78722,449,3610741,103016,593621,242902,72665,143342,48398,1140368,124859,26173,6376,95,16264,39726,12304,83566,13459,125698,9177,212176,5842,11105,1416236,1134,194856,448692,80004,74331,104418,72338,984615,167671,199791,1399,363860,1124283,1422753,135343,5155,379539,1699903,4927,39726,23338,63871,56808,1373,552,7069,51667,264363,101932,49643,128412,91698,79005,74453,71000,22200,74331,161046,210221,56808,56808,185637,151234,87466,88260,63366,5780,15075,201272,147255,6807,624468,115058,163019,4776,71000,14793,237337,74597,444103,96210,229122,32949
s__Paraprevotella_xylaniphila,0,0,2536,33964,9817,0,0,0,0,0,0,1509,58485,0,0,0,0,1516,17197,0,0,0,0,0,0,0,0,0,0,6675,0,0,226,9958,0,0,40222,0,0,0,0,0,1321,876,0,18550,0,0,4979,0,0,2604,0,2772,23377,0,0,300264,0,15931,687189,22653,43748,25851,0,0,0,0,88,0,939,0,0,0,188,0,0,0,0,1920,0,0,0,4353,0,0,0,0,0,0,786,1913,1572,0,2772,0
s__Paraprevotella_clara,13418,0,26836,112227,41397,0,0,45275,0,0,0,136528,276784,0,0,0,0,103685,103031,0,0,0,0,0,9141,0,0,0,0,47493,0,0,98064,33456,0,0,146830,9141,0,0,0,0,36496,67621,4816,621027,0,0,0,0,907,233500,0,24043,89342,7818,0,0,1814,256266,0,73295,241259,122084,0,0,0,0,6154,50570,38663,639,0,0,2452,0,0,2452,0,120292,0,6154,0,89344,0,0,0,0,0,0,16728,18342,51470,0,4231,1279
s__Prevotella_stercorea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Prevotella_timonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3170,0,0,0,0,0,0,0,0,18829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Prevotella_buccalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Prevotella_copri,0,0,0,153761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814269,0,0,0,0,0,0,0,0,0,0,0,0,0,2370217,348270,0,89473,0,0,0,0,24827,0,0,0,0,0,0,0,0,9022705,0,0,0,0,224304,0,4575524,444666,0,8375069,0,0,479549,0,218433,0,0,0,0,0,0,955424,0,0,1944801,512597,0,0,0,0,0,0,0,0,0,0,985491,0,0,0,318508,191810
s__Prevotella_disiens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Prevotella_bivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,0,0,0,0,6020,0,0,0,16363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1808
s__Arcobacter_butzleri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Campylobacter_hominis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Desulfovibrio_desulfuricans,842,0,869,0,15630,1008,2438,9935,2276,3994,4078,47801,3281,6311,15873,0,6109,3647,4228,47590,0,0,6216,0,0,0,0,0,2598,2039,0,0,0,0,897,23846,2438,0,2174,0,0,0,0,0,0,0,1060,1138,0,1008,2136,50897,7307,3561,10448,0,0,996,3728,933,5035,1016,0,0,54634,26066,1060,30084,1120,3816,973,0,0,0,0,0,31528,0,1332,466,0,2276,50344,7183,1060,0,0,2598,7962,1747,1318,4444,495,991,3561,0
s__Bilophila_wadsworthia,10321,1304,33029,358,0,19858,3026,949,949,22381,21910,6451,30623,8214,3577,3026,72036,1502,4640,2243,4523,631,0,8555,466,1502,1502,1740,293,474,532,247,28196,266,751,314,787,949,1077,49438,157,12812,9427,8104,14441,6829,9188,2613,16616,106712,30367,12914,247,0,2157,3873,25511,1701,460,36217,16264,131,466,0,5491,37357,0,19278,4958,9188,14450,0,4505,2613,19941,43149,4640,1304,8628,157,4505,460,18623,4761,14012,1721,4541,2783,6063,8104,1217,3026,6640,3925,358,1703
s__Desulfovibrio_piger,0,33213,81614,47442,0,0,0,0,111635,0,0,0,8883,0,0,0,0,20965,0,0,0,0,16264,0,0,0,0,0,0,87420,0,0,0,0,5240,0,8399,0,16456,0,0,0,90930,0,254957,240290,0,0,0,0,78038,0,0,13177,10481,13446,130743,0,13298,0,0,178639,0,0,0,0,73644,0,0,0,0,0,0,170436,35406,0,0,0,0,145346,0,0,0,0,0,0,0,41750,13949,7286,11384,9269,0,0,43070,0
s__Burkholderiales_bacterium_1_1_47,69077,92257,0,0,0,36380,0,0,0,0,0,2602,34007,0,1205,0,0,0,746,0,0,22459,0,0,0,257,0,0,5543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,5890,0,0,74988,0,0,1000,0,0,0,0,1196,0,0,0,0,0,0,0,48762,0,0,0,0,34522,1255,0,0,0,5843,14009,10379,0,0,8046,0,0,0,0,0,0,0,0,0,0,523,7092,0
s__Parasutterella_excrementihominis,71758,62351,0,1648,0,55566,0,0,0,0,0,7332,149933,4171,1267,0,615,0,322,0,0,17938,0,0,0,2899,0,0,1690,0,0,0,0,0,0,10707,0,0,0,0,1449,0,0,0,0,0,0,2761,17128,0,0,218447,0,0,1541,0,0,0,0,0,0,0,0,0,0,0,0,13298,0,0,0,0,16700,126,0,0,0,8060,12569,7043,0,0,4657,529,0,0,0,0,0,0,0,0,0,1205,14081,0
s__Sutterella_wadsworthensis,1718,0,8413,23153,0,10389,38029,542,29100,43677,108700,124524,597,180034,0,0,10791,0,34644,542,0,0,9579,0,0,24477,0,3436,0,0,18609,3233,41701,0,597,0,0,0,0,0,92421,19585,6766,223,14460,106307,0,21369,0,161337,2877,0,3233,2327,1194,0,154164,2432,542,284554,36067,106835,76318,0,0,74891,3670,0,1084,6872,19585,0,3436,5180,223,3941,3753,0,1194,334650,8288,1084,148158,17929,90545,0,0,37737,4212,0,0,2877,95908,5180,0,0
s__Oxalobacter_formigenes,12692,0,16052,0,0,0,20244,0,0,0,0,8769,39695,3620,0,0,827,12924,0,1810,0,0,0,0,0,0,0,0,0,0,0,0,0,3775,18308,0,12605,0,0,0,0,0,762,0,0,25535,0,0,0,74906,6862,25855,0,526,0,0,0,0,0,0,0,6565,0,0,0,0,0,3918,979,0,0,0,0,0,0,9937,5371,1987,0,10872,0,0,36787,14233,0,0,0,0,2157,0,0,0,0,0,0,0
s__Acinetobacter_ursingii,0,0,0,0,0,0,0,0,0,0,0,0,0,132352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Pseudomonas_aeruginosa,0,0,0,0,0,0,0,0,0,7957,1754,0,0,0,0,0,0,0,3307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8418,0,0,0,0,0,0,0,0,0,0
s__Pseudomonas_putida,0,0,0,0,0,0,0,0,0,0,0,0,0,487091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Pseudomonas_fragi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Haemophilus_sputorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Aggregatibacter_aphrophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Haemophilus_pittmaniae,5970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32899,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Haemophilus_parainfluenzae,0,0,0,0,0,1681,0,0,0,0,0,32238,3732,0,0,0,0,4096,0,2048,0,0,0,0,0,12248,0,0,0,0,0,0,0,165757,7568,3054,68868,0,49246,0,0,0,9599,0,0,1576,0,0,0,0,0,7657,0,6967,679,0,47760,0,0,0,0,0,29889,81580,0,0,0,0,4705,0,0,0,0,0,0,0,0,0,0,0,0,76208,0,2986,0,0,22282,0,0,12119,8583,0,5328,0,0,0
s__Morganella_morganii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Proteus_mirabilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,0,0,0,50679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Raoultella_ornithinolytica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Klebsiella_oxytoca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,40785,0,0,0,0,0,19406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Klebsiella_pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4330,4045,0,0,0,0,0,0,0,0,0,0,0,0,22242,0,0,0,0,0,0,0,2571114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692815
s__Enterobacter_hormaechei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Enterobacter_cloacae,0,0,0,0,0,3523,0,0,0,0,0,0,0,0,0,58010,0,17031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Citrobacter_freundii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29774,0,181198,0,0,1037732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Shigella_flexneri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Escherichia_coli,322501,4456,15730,3082,8127,15241,341860,2823794,59647,131394,53457,6004,5230,14541084,33603,172753,1169475,1782558,3076,6507660,214032,4712098,916996,252800,0,15283,16177,34588,42695,168837,11686,8262,3425,3314,8647935,362175,18332,9645,1873806,519792,2493,4714,63080,18332,0,6629,15644,8845,68715,120638,623,29320,32619,29987,11506,56018,591986,1880,2669,940,185322,7786,3082,120313,35528,1360335,59170,0,883,597277,37219,829253,93209,11506,125574,120313,2965888,138668,35528,52184,34588,23779,6363,1246,15442,432888,9645,1438830,16177,16177,422837,32619,4543,27403,2574,6552212
s__Shigella_sonnei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
